PC Time, Mocap_X, Mocap_y, Mocap_z, Mocap_yaw, Mocap_pitch, Mocap_roll 
0.040000,0.004167,-0.000704,0.088940,-0.002051,-0.503864,-0.496406
0.050000,0.004156,-0.000688,0.088941,0.006396,-0.517204,-0.472224
0.060000,0.004160,-0.000665,0.088883,0.000523,-0.384360,-0.478236
0.070000,0.004158,-0.000670,0.088907,-0.002899,-0.447694,-0.465318
0.080000,0.004170,-0.000704,0.088926,-0.005694,-0.509820,-0.483694
0.090000,0.004143,-0.000705,0.088953,0.021320,-0.544427,-0.478913
0.100000,0.004147,-0.000679,0.088957,0.032583,-0.588638,-0.484266
0.110000,0.004144,-0.000679,0.088944,0.031467,-0.549265,-0.466939
0.120000,0.004130,-0.000664,0.089002,0.050940,-0.649506,-0.482810
0.130000,0.004143,-0.000664,0.088917,0.042869,-0.541543,-0.461163
0.140000,0.004209,-0.000721,0.088923,-0.072926,-0.454553,-0.484065
0.150000,0.004179,-0.000691,0.088905,-0.012303,-0.478397,-0.462451
0.160000,0.004165,-0.000705,0.088926,-0.006998,-0.505705,-0.483507
0.170000,0.004177,-0.000721,0.088900,-0.053589,-0.478351,-0.474387
0.180000,0.004166,-0.000715,0.088910,-0.039505,-0.469420,-0.467373
0.190000,0.004127,-0.000630,0.088977,0.045391,-0.590486,-0.512280
0.200000,0.004136,-0.000641,0.088997,0.045877,-0.750825,-0.485310
0.210000,0.004145,-0.000690,0.088978,0.050717,-0.610441,-0.477506
0.220000,0.004166,-0.000671,0.088904,0.007895,-0.505694,-0.461509
0.230000,0.004134,-0.000674,0.088987,0.043484,-0.686776,-0.480088
0.240000,0.004165,-0.000702,0.088921,-0.016430,-0.485061,-0.476362
0.250000,0.004101,-0.000622,0.089057,0.115072,-0.798139,-0.491763
0.260000,0.004144,-0.000675,0.088916,0.013159,-0.523129,-0.467418
0.270000,0.004127,-0.000678,0.088984,0.047942,-0.673936,-0.470699
0.280000,0.004138,-0.000686,0.088974,0.044966,-0.618459,-0.465732
0.290000,0.004128,-0.000661,0.089012,0.049797,-0.681116,-0.462041
0.300000,0.004184,-0.000700,0.088931,-0.014612,-0.510721,-0.495374
0.310000,0.004178,-0.000713,0.088922,-0.016692,-0.499751,-0.499824
0.320000,0.004144,-0.000679,0.088989,0.048124,-0.626356,-0.502557
0.330000,0.004144,-0.000677,0.088979,0.037469,-0.568771,-0.478837
0.340000,0.004137,-0.000687,0.088965,0.034553,-0.588948,-0.466940
0.350000,0.004163,-0.000683,0.088927,0.022607,-0.527625,-0.472232
0.360000,0.004121,-0.000648,0.089030,0.105957,-0.768636,-0.453337
0.370000,0.004143,-0.000681,0.088995,0.044753,-0.643078,-0.467214
0.380000,0.004165,-0.000695,0.088916,-0.015268,-0.502795,-0.466500
0.390000,0.004128,-0.000642,0.089028,0.060464,-0.754236,-0.486238
0.400000,0.004191,-0.000715,0.088900,-0.065865,-0.462840,-0.475104
0.410000,0.004155,-0.000692,0.088921,0.012169,-0.510182,-0.467414
