PC Time, Mocap_X, Mocap_y, Mocap_z, Mocap_yaw, Mocap_pitch, Mocap_roll 
1.711000,-0.006125,-0.015708,0.088964,2.963720,0.060013,0.367675
1.721000,-0.006103,-0.015617,0.088993,2.992557,0.314499,0.400881
1.731000,-0.006126,-0.015741,0.088961,2.941607,0.031317,0.376894
1.741000,-0.006103,-0.015715,0.088931,2.980200,-0.014496,0.390786
1.751000,-0.006181,-0.015711,0.088929,2.988729,0.119605,0.347829
1.761000,-0.006197,-0.015716,0.088971,2.944547,0.043070,0.407615
1.771000,-0.006167,-0.015669,0.088951,2.901666,0.010784,0.396952
1.780000,-0.006118,-0.015761,0.088960,2.936309,-0.068245,0.344802
1.791000,-0.006191,-0.015709,0.088970,2.946914,0.055815,0.409015
1.801000,-0.006193,-0.015720,0.088970,2.958755,-0.051670,0.374854
1.811000,-0.006088,-0.015683,0.089016,3.001879,0.436931,0.369955
1.821000,-0.006140,-0.015757,0.088985,2.951437,0.041013,0.345195
1.831000,-0.006127,-0.015768,0.088955,2.913097,0.010808,0.359851
1.841000,-0.006121,-0.015727,0.089004,3.000926,0.303319,0.401360
1.851000,-0.006131,-0.015692,0.088974,2.963481,-0.035197,0.343315
1.861000,-0.006161,-0.015749,0.088973,2.964701,-0.090106,0.389581
1.871000,-0.006073,-0.015724,0.089030,2.993018,0.800323,0.197666
1.881000,-0.006180,-0.015711,0.088975,2.950561,-0.017590,0.374624
1.891000,-0.006107,-0.015707,0.088944,2.917681,-0.110673,0.376300
1.900000,-0.006100,-0.015644,0.088893,2.946498,-0.227871,0.453860
1.910000,-0.006177,-0.015722,0.088983,2.948117,0.110246,0.402428
1.920000,-0.006119,-0.015780,0.088960,2.897048,-0.016616,0.350661
1.931000,-0.006142,-0.015748,0.088975,2.937791,0.026620,0.350592
1.940000,-0.006151,-0.015743,0.088957,2.953980,-0.101987,0.390733
1.951000,-0.006117,-0.015709,0.088976,2.962854,0.134986,0.385988
1.961000,-0.006155,-0.015746,0.088909,2.955682,0.136144,0.361063
1.971000,-0.006149,-0.015725,0.088968,2.961588,0.024623,0.359378
1.981000,-0.006175,-0.015724,0.088976,2.930095,-0.019823,0.390861
1.991000,-0.006125,-0.015717,0.088955,2.932000,-0.070315,0.367379
2.001000,-0.006170,-0.015716,0.088986,2.950388,0.068114,0.396913
2.011000,-0.006120,-0.015726,0.088927,2.975303,-0.084726,0.398673
2.021000,-0.006231,-0.015725,0.088960,2.959545,-0.028600,0.400506
2.031000,-0.006169,-0.015662,0.088927,2.941082,-0.169461,0.408230
2.041000,-0.006123,-0.015771,0.088977,2.922504,0.065415,0.347977
2.051000,-0.006139,-0.015657,0.088942,2.902859,0.005853,0.402901
2.061000,-0.006127,-0.015690,0.088963,2.968438,0.155258,0.417878
2.071000,-0.006107,-0.015720,0.088946,2.946071,-0.034275,0.362176
2.081000,-0.006129,-0.015714,0.088971,2.952094,0.123904,0.386548
2.091000,-0.006108,-0.015743,0.088973,2.942751,0.148208,0.349732
2.101000,-0.006116,-0.015719,0.088934,2.954308,0.017557,0.406217
2.111000,-0.006042,-0.015720,0.089022,3.000389,0.813748,0.175605
2.121000,-0.006121,-0.015719,0.088996,2.974357,0.242878,0.352183
2.131000,-0.006114,-0.015709,0.088952,2.965415,0.022875,0.386435
2.141000,-0.006155,-0.015737,0.088990,2.947034,0.206892,0.393039
2.151000,-0.006176,-0.015746,0.089002,2.970784,0.230613,0.411865
2.161000,-0.006141,-0.015700,0.088964,2.987474,0.067176,0.396753
2.171000,-0.006100,-0.015652,0.088990,2.979386,0.315945,0.377385
2.181000,-0.006099,-0.015727,0.088935,2.903987,-0.054138,0.395417
2.191000,-0.006140,-0.015647,0.088945,2.922702,0.001212,0.405359
2.201000,-0.006118,-0.015749,0.088956,2.958832,-0.021042,0.371304
2.211000,-0.006210,-0.015722,0.088953,2.942947,-0.005775,0.384965
2.221000,-0.006115,-0.015707,0.088940,2.974117,0.052383,0.401839
2.231000,-0.006064,-0.015702,0.089034,3.016510,0.795196,0.218255
2.241000,-0.006123,-0.015728,0.088960,2.940486,-0.016762,0.359410
2.251000,-0.006133,-0.015744,0.088894,2.921569,0.094454,0.399156
2.260000,-0.006129,-0.015712,0.088972,2.948278,0.145092,0.384431
2.271000,-0.006116,-0.015708,0.088941,2.984234,-0.092381,0.380373
2.281000,-0.006103,-0.015752,0.088961,2.945485,0.003687,0.357956
2.291000,-0.006111,-0.015713,0.088962,2.946889,0.095984,0.366181
2.301000,-0.006123,-0.015714,0.088966,2.968172,0.025081,0.390205
2.311000,-0.006135,-0.015696,0.088970,2.959746,0.176202,0.417163
2.321000,-0.006088,-0.015652,0.088995,3.001617,0.333191,0.363905
2.331000,-0.006140,-0.015738,0.088960,2.995293,0.016885,0.385188
2.341000,-0.006103,-0.015687,0.088961,2.957439,-0.018862,0.366975
2.351000,-0.006140,-0.015672,0.088958,2.963920,0.062079,0.397723
2.361000,-0.006116,-0.015721,0.088874,2.953276,-0.003779,0.449372
2.371000,-0.006232,-0.015736,0.088973,2.945769,0.030651,0.437943
2.381000,-0.006181,-0.015720,0.088974,2.944641,-0.015677,0.387928
2.391000,-0.006123,-0.015723,0.088945,2.958558,-0.020576,0.377382
2.401000,-0.006113,-0.015695,0.088952,2.933692,0.012301,0.355185
2.411000,-0.006100,-0.015716,0.088998,2.979228,0.220659,0.343027
2.421000,-0.006134,-0.015739,0.088959,2.966003,0.035425,0.382551
2.431000,-0.006026,-0.015699,0.089042,3.041347,0.746095,0.180154
2.441000,-0.006135,-0.015748,0.088954,2.940110,0.026725,0.383117
2.451000,-0.006098,-0.015789,0.088962,2.934068,0.442703,0.279303
2.461000,-0.006238,-0.015738,0.088952,2.984867,-0.006422,0.344284
2.471000,-0.006149,-0.015762,0.088949,2.965218,-0.247313,0.391300
2.481000,-0.006108,-0.015756,0.088969,2.935024,0.065017,0.350032
2.491000,-0.006112,-0.015711,0.088987,2.969660,0.222352,0.361939
2.501000,-0.006222,-0.015916,0.088428,2.816496,2.315221,0.344598
2.511000,-0.006158,-0.015733,0.088972,2.945092,0.057252,0.374229
2.521000,-0.006111,-0.015704,0.088932,2.996031,-0.016521,0.390311
2.531000,-0.006117,-0.015782,0.088953,2.919079,-0.017176,0.372281
2.541000,-0.006204,-0.015783,0.088988,2.961134,0.155649,0.457776
2.551000,-0.006122,-0.015696,0.088947,2.970001,0.017927,0.403700
2.561000,-0.006107,-0.015694,0.088982,2.974589,0.232683,0.366629
2.571000,-0.006159,-0.015667,0.088934,2.948246,-0.080458,0.402214
2.581000,-0.006166,-0.015663,0.088951,2.907512,-0.028863,0.408967
2.591000,-0.006126,-0.015637,0.088815,3.020839,0.146125,0.498470
2.601000,-0.006177,-0.015727,0.088975,2.940217,0.061046,0.402588
2.611000,-0.006167,-0.015745,0.088978,2.923771,-0.000160,0.357692
2.621000,-0.006192,-0.015720,0.088964,2.954196,-0.143537,0.393217
2.631000,-0.006196,-0.015725,0.088968,2.942229,0.116758,0.397359
2.641000,-0.006114,-0.015716,0.088948,2.960344,0.012621,0.380888
2.651000,-0.006209,-0.015728,0.088967,2.946325,-0.015536,0.407837
2.661000,-0.006120,-0.015783,0.088950,2.936350,-0.080678,0.367229
2.671000,-0.006128,-0.015773,0.088972,2.916668,0.038046,0.344719
2.681000,-0.006144,-0.015737,0.088965,2.990568,0.004256,0.372975
2.691000,-0.006203,-0.015715,0.088956,2.946435,-0.102805,0.388033
2.701000,-0.006113,-0.015715,0.088980,2.979406,0.176378,0.362939
2.711000,-0.006139,-0.015737,0.088937,2.994444,-0.108993,0.394586
2.721000,-0.006214,-0.015713,0.088968,2.957773,0.012111,0.392510
2.731000,-0.006083,-0.015707,0.088900,2.912040,0.157482,0.388987
2.741000,-0.006094,-0.015688,0.088928,2.974489,0.028911,0.404725
2.751000,-0.006127,-0.015733,0.089006,3.001579,0.260373,0.392506
2.761000,-0.006102,-0.015683,0.088956,2.976439,0.029821,0.377814
2.771000,-0.006118,-0.015709,0.088970,2.953577,0.140114,0.376733
2.781000,-0.006110,-0.015766,0.088959,2.919019,-0.012981,0.357473
2.791000,-0.006109,-0.015685,0.088934,2.979726,0.049478,0.400930
2.801000,-0.006167,-0.015735,0.089016,2.997409,-0.051879,0.322230
2.811000,-0.006135,-0.015738,0.088954,2.980945,0.030016,0.374852
2.821000,-0.006117,-0.015668,0.088941,2.976076,0.056785,0.400295
2.831000,-0.006241,-0.015737,0.088975,2.949499,0.007140,0.427140
2.841000,-0.006197,-0.015712,0.088975,2.938342,0.131470,0.433435
2.851000,-0.006119,-0.015752,0.088935,2.852733,-0.049069,0.393579
2.861000,-0.006118,-0.015681,0.088883,2.965098,0.125780,0.461821
2.871000,-0.006172,-0.015724,0.088970,2.969216,0.080860,0.407597
2.881000,-0.006104,-0.015754,0.088968,2.960815,0.059407,0.330707
2.891000,-0.006142,-0.015768,0.088950,2.946452,-0.189251,0.366279
2.901000,-0.006218,-0.015716,0.088968,2.949961,0.133740,0.411741
2.911000,-0.006132,-0.015732,0.088945,2.972558,-0.045690,0.401233
2.921000,-0.006099,-0.015717,0.088937,2.948741,-0.022743,0.384456
2.931000,-0.006127,-0.015755,0.088964,2.932632,0.010754,0.387371
2.941000,-0.006161,-0.015670,0.088975,2.970818,0.173485,0.414343
2.951000,-0.006108,-0.015848,0.088955,2.886281,0.553632,0.279431
2.961000,-0.006122,-0.015745,0.088967,2.933270,0.034382,0.338695
2.971000,-0.006188,-0.015739,0.088987,2.966570,0.204851,0.423829
2.981000,-0.006096,-0.015790,0.089050,3.018293,0.109888,0.339116
2.991000,-0.006165,-0.015738,0.088962,2.927877,-0.024843,0.367672
3.001000,-0.006250,-0.015743,0.088962,2.941607,0.013605,0.441698
3.011000,-0.006102,-0.015749,0.088955,2.923547,-0.006761,0.369731
3.021000,-0.006199,-0.015717,0.088981,2.951826,0.043818,0.401869
3.031000,-0.006113,-0.015734,0.088938,2.924785,-0.069988,0.387427
3.041000,-0.006130,-0.015712,0.088971,2.960026,0.155252,0.408388
3.051000,-0.006100,-0.015731,0.088918,2.961171,-0.011022,0.391453
3.061000,-0.006089,-0.015684,0.088943,2.947926,0.074541,0.387442
3.071000,-0.006105,-0.015717,0.088953,2.955567,0.020185,0.372395
3.081000,-0.006156,-0.015754,0.088945,2.966555,-0.161000,0.383787
3.091000,-0.006209,-0.015720,0.088968,2.936378,0.079824,0.404432
3.101000,-0.006154,-0.015748,0.088944,2.963559,-0.122641,0.387106
3.111000,-0.006114,-0.015726,0.089029,2.946397,-0.041824,0.287570
3.121000,-0.006186,-0.015714,0.088974,2.950830,0.026388,0.407231
3.131000,-0.006104,-0.015711,0.088931,2.964534,-0.096900,0.379761
3.141000,-0.006207,-0.015717,0.088961,2.953059,0.031045,0.388015
3.151000,-0.006135,-0.015742,0.088977,2.932702,0.123461,0.341172
3.161000,-0.006082,-0.015653,0.088988,2.996381,0.372433,0.377382
3.171000,-0.006173,-0.015658,0.088907,2.941164,-0.148556,0.409175
3.181000,-0.006111,-0.015771,0.088944,2.976547,0.014226,0.359926
3.191000,-0.006179,-0.015734,0.088980,2.946569,0.014309,0.388275
3.201000,-0.006149,-0.015726,0.088943,2.952865,-0.101123,0.398579
3.211000,-0.006143,-0.015682,0.088964,2.958711,0.167764,0.398904
3.221000,-0.006174,-0.015661,0.088949,2.914593,-0.014855,0.400330
3.231000,-0.006135,-0.015733,0.088957,2.985383,0.071873,0.383148
3.241000,-0.006166,-0.015699,0.088959,2.938242,-0.030239,0.396581
3.251000,-0.006102,-0.015706,0.088977,2.933810,-0.005354,0.360059
3.261000,-0.006180,-0.015728,0.088974,2.938042,0.136535,0.395584
3.271000,-0.006197,-0.015724,0.088955,2.928618,-0.125887,0.408221
3.281000,-0.006114,-0.015687,0.088978,2.977220,0.224320,0.370553
3.291000,-0.006162,-0.015710,0.088967,2.948378,-0.022587,0.379686
3.301000,-0.006218,-0.015730,0.088974,2.952187,-0.024258,0.413799
3.311000,-0.006109,-0.015717,0.088953,2.935821,-0.015084,0.362936
3.321000,-0.006110,-0.015741,0.088982,2.935376,0.125325,0.381406
3.331000,-0.006199,-0.015752,0.088950,2.966067,-0.057307,0.426033
3.341000,-0.006126,-0.015730,0.088955,2.984760,0.011048,0.375695
3.351000,-0.006152,-0.015688,0.088976,2.962898,0.162803,0.404117
3.361000,-0.006186,-0.015725,0.088984,2.946763,0.149187,0.409798
3.371000,-0.006156,-0.015715,0.088956,2.972226,0.072565,0.401520
3.381000,-0.006102,-0.015707,0.088960,2.943819,0.039132,0.367187
3.391000,-0.006116,-0.015731,0.088954,2.976629,0.038369,0.378663
3.401000,-0.006105,-0.015718,0.088949,2.953900,0.001638,0.375668
3.411000,-0.006114,-0.015719,0.088934,2.974027,-0.019102,0.382359
3.421000,-0.006099,-0.015711,0.088920,2.974898,-0.100597,0.378425
3.431000,-0.006211,-0.015713,0.088972,2.939803,0.067905,0.420839
3.441000,-0.006156,-0.015729,0.088971,2.955607,0.102226,0.395952
3.451000,-0.006149,-0.015720,0.088984,2.961518,0.119277,0.379727
3.461000,-0.006176,-0.015755,0.088955,2.956680,-0.073959,0.402225
3.471000,-0.006065,-0.015786,0.088910,3.000606,0.176034,0.354577
3.482000,-0.006155,-0.015699,0.088925,2.953133,-0.065948,0.421946
3.491000,-0.006180,-0.015742,0.088957,2.963904,0.001155,0.431002
3.501000,-0.006100,-0.015752,0.088964,2.933384,0.016961,0.354283
3.511000,-0.006119,-0.015710,0.088942,2.936172,-0.039376,0.406401
3.521000,-0.006108,-0.015723,0.088949,2.976628,-0.003185,0.370504
3.531000,-0.006105,-0.015707,0.088952,2.953870,0.008621,0.374691
3.541000,-0.006138,-0.015693,0.088969,2.987028,0.121968,0.399543
3.551000,-0.006175,-0.015723,0.088974,2.945513,-0.001699,0.384396
3.561000,-0.006109,-0.015697,0.088957,2.931455,0.006651,0.384280
3.571000,-0.006108,-0.015704,0.088986,2.968785,0.233661,0.395203
3.581000,-0.006130,-0.015683,0.088967,2.959406,0.193866,0.419444
3.591000,-0.006111,-0.015697,0.088945,2.980625,0.052077,0.406133
3.601000,-0.006220,-0.015726,0.088962,2.950547,0.040722,0.416543
3.611000,-0.006102,-0.015756,0.088989,2.981384,0.545306,0.268526
3.621000,-0.006071,-0.015741,0.088972,2.909484,0.036419,0.481167
3.631000,-0.006189,-0.015734,0.088968,2.949108,0.063430,0.411464
3.641000,-0.006217,-0.015716,0.088981,2.945907,0.116751,0.427481
3.651000,-0.006203,-0.015748,0.088990,2.949438,0.224628,0.450289
3.661000,-0.006129,-0.015711,0.088967,2.948958,0.151372,0.382382
3.671000,-0.006111,-0.015731,0.088943,2.925908,0.028662,0.372325
