PC Time, Mocap_X, Mocap_y, Mocap_z, Mocap_yaw, Mocap_pitch, Mocap_roll, X_ref, Y_ref, Z_ref ,,,,
6.513,-0.026981,0.105672,0.455909,0.315743,-1.807242,-3.451267,0,0,0.5,,,,
6.523,-0.025605,0.104102,0.456055,0.354104,-1.722646,-3.24219,0,0,0.5,,,,
6.533,-0.024131,0.102601,0.456365,0.42612,-2.034949,-3.415355,0,0,0.5,,,,
6.543,-0.023095,0.101546,0.456503,0.298716,-1.743601,-3.193099,0,0,0.5,,,,
6.554,-0.021658,0.099845,0.456781,0.38308,-1.611754,-3.125092,0,0,0.5,,,,
6.563,-0.020385,0.098425,0.456986,0.529513,-1.763228,-3.014624,0,0,0.5,,,,
6.573,-0.019048,0.09697,0.457236,0.391265,-1.851542,-3.001983,0,0,0.5,,,,
6.583,-0.017664,0.0954,0.457498,0.537316,-1.912746,-2.782875,0,0,0.5,,,,
6.594,-0.016085,0.093795,0.457654,0.623805,-1.992016,-2.711935,0,0,0.5,,,,
6.603,-0.014916,0.092503,0.457935,0.43829,-2.004977,-2.52932,0,0,0.5,,,,
6.614,-0.013505,0.090801,0.45818,0.780753,-2.095506,-2.279284,0,0,0.5,,,,
6.624,-0.012244,0.089455,0.458516,0.648994,-1.962468,-2.073119,0,0,0.5,,,,
6.633,-0.010822,0.087989,0.458697,0.765769,-2.059491,-1.96452,0,0,0.5,,,,
6.643,-0.009581,0.086761,0.458891,0.792155,-1.826956,-1.651038,0,0,0.5,,,,
6.654,-0.007853,0.0852,0.459054,0.962423,-2.077633,-1.737537,0,0,0.5,,,,
6.664,-0.006779,0.084098,0.459225,0.725002,-1.968162,-1.522617,0,0,0.5,,,,
6.673,-0.005349,0.082633,0.45942,0.774979,-2.080475,-1.595972,0,0,0.5,,,,
6.683,-0.003836,0.081124,0.459802,1.080471,-2.160439,-1.746091,0,0,0.5,,,,
6.694,-0.002538,0.07975,0.460105,1.094002,-2.19147,-1.793987,0,0,0.5,,,,
6.704,-0.0011,0.078583,0.460188,1.100791,-2.051341,-1.519274,0,0,0.5,,,,
6.713,-0.000014,0.077256,0.460344,0.960528,-1.996088,-1.298819,0,0,0.5,,,,
6.723,0.001533,0.07574,0.46042,1.071917,-2.044056,-1.33442,0,0,0.5,,,,
6.734,0.002758,0.074593,0.460749,0.952379,-2.08119,-1.439561,0,0,0.5,,,,
6.743,0.00423,0.073168,0.460759,1.122273,-2.090539,-1.545854,0,0,0.5,,,,
6.754,0.005517,0.071963,0.46111,1.084844,-2.106816,-1.586628,0,0,0.5,,,,
6.763,0.006972,0.070367,0.461375,1.362423,-2.282168,-1.774858,0,0,0.5,,,,
6.774,0.008479,0.069078,0.461488,1.441868,-2.661457,-2.007651,0,0,0.5,,,,
6.784,0.009684,0.067574,0.46163,1.352353,-2.295693,-1.409615,0,0,0.5,,,,
6.793,0.011036,0.066321,0.461805,1.463149,-2.266976,-1.529997,0,0,0.5,,,,
6.804,0.012447,0.064905,0.462029,1.3821,-2.199382,-1.601029,0,0,0.5,,,,
6.814,0.013717,0.06355,0.461888,1.40409,-1.880988,-0.733581,0,0,0.5,,,,
6.823,0.015059,0.061975,0.462546,1.492474,-2.388,-1.514257,0,0,0.5,,,,
6.834,0.016457,0.060683,0.463037,1.559574,-2.264921,-1.536956,0,0,0.5,,,,
6.844,0.017823,0.059058,0.463084,1.439508,-2.214768,-1.307694,0,0,0.5,,,,
6.854,0.019132,0.057644,0.463406,1.575875,-2.323143,-1.274126,0,0,0.5,,,,
6.863,0.020432,0.056154,0.463564,1.523819,-2.254314,-1.262656,0,0,0.5,,,,
6.874,0.021783,0.054836,0.464018,1.683552,-2.548482,-1.499712,0,0,0.5,,,,
6.884,0.023005,0.05316,0.464071,1.770914,-2.316239,-0.981212,0,0,0.5,,,,
6.894,0.024524,0.051725,0.464496,1.840978,-2.483326,-1.336834,0,0,0.5,,,,
6.903,0.025846,0.050177,0.464587,1.787699,-2.410454,-0.889851,0,0,0.5,,,,
6.914,0.027024,0.048883,0.465091,1.674169,-2.437829,-1.334602,0,0,0.5,,,,
6.924,0.0283,0.047347,0.465282,1.783993,-2.511248,-1.300549,0,0,0.5,,,,
6.933,0.029607,0.045857,0.465555,1.968354,-2.472,-1.291717,0,0,0.5,,,,
6.944,0.030841,0.044424,0.465635,1.750052,-2.490467,-1.253556,0,0,0.5,,,,
6.954,0.03242,0.042867,0.465989,2.105593,-2.60249,-1.778877,0,0,0.5,,,,
6.964,0.033597,0.041591,0.465964,1.787721,-2.560916,-1.734976,0,0,0.5,,,,
6.974,0.034925,0.040148,0.466175,2.219265,-2.827871,-2.073982,0,0,0.5,,,,
6.984,0.036061,0.03873,0.466248,2.13392,-2.762494,-2.221955,0,0,0.5,,,,
6.994,0.03731,0.037291,0.466234,2.087005,-2.391894,-1.951929,0,0,0.5,,,,
7.003,0.038489,0.036001,0.466358,2.071272,-2.512534,-2.360028,0,0,0.5,,,,
7.014,0.039764,0.034571,0.46634,2.096549,-2.596775,-2.43412,0,0,0.5,,,,
7.024,0.040724,0.033048,0.466578,2.118634,-2.791657,-2.649545,0,0,0.5,,,,
7.033,0.042046,0.031729,0.466767,2.056074,-2.773487,-2.636996,0,0,0.5,,,,
7.044,0.043257,0.030224,0.466908,1.983789,-2.680835,-2.604394,0,0,0.5,,,,
7.054,0.04468,0.028537,0.466886,2.196312,-2.472639,-2.436686,0,0,0.5,,,,
7.064,0.045668,0.027169,0.466934,2.054336,-2.514222,-2.348229,0,0,0.5,,,,
7.073,0.046962,0.025681,0.467278,2.187183,-2.554958,-2.572241,0,0,0.5,,,,
7.083,0.047992,0.024087,0.467434,2.06355,-2.484252,-2.449236,0,0,0.5,,,,
7.094,0.049126,0.022769,0.467518,2.110227,-2.499954,-2.387522,0,0,0.5,,,,
7.103,0.050303,0.021487,0.467638,2.192278,-2.47913,-2.533116,0,0,0.5,,,,
7.114,0.051476,0.020042,0.467668,2.175277,-2.587313,-2.529535,0,0,0.5,,,,
7.124,0.05266,0.018773,0.467787,2.119724,-2.538428,-2.611086,0,0,0.5,,,,
7.134,0.0538,0.017359,0.467916,2.05641,-2.711426,-2.746292,0,0,0.5,,,,
7.144,0.054826,0.016134,0.467993,2.097674,-2.571733,-2.767812,0,0,0.5,,,,
7.154,0.055862,0.0147,0.468211,2.072677,-2.727891,-3.015787,0,0,0.5,,,,
7.164,0.05707,0.013484,0.468236,2.240917,-2.559133,-2.77266,0,0,0.5,,,,
7.174,0.058269,0.012152,0.468277,2.298585,-2.764953,-2.964655,0,0,0.5,,,,
7.184,0.059285,0.010816,0.46832,2.212574,-2.653243,-2.829506,0,0,0.5,,,,
7.194,0.06031,0.009523,0.468402,2.164372,-2.614817,-2.889413,0,0,0.5,,,,
7.204,0.061332,0.008431,0.468413,2.08957,-2.723538,-2.979686,0,0,0.5,,,,
7.214,0.062402,0.007197,0.468435,2.121143,-2.809986,-3.062648,0,0,0.5,,,,
7.224,0.063239,0.006217,0.468588,2.074575,-2.921491,-3.338734,0,0,0.5,,,,
7.234,0.064578,0.004803,0.468708,2.33488,-2.863772,-3.326184,0,0,0.5,,,,
7.244,0.065439,0.003596,0.46874,2.22038,-2.824895,-3.311987,0,0,0.5,,,,
7.254,0.066556,0.002503,0.468967,2.323269,-3.070452,-3.578435,0,0,0.5,,,,
7.264,0.067531,0.001226,0.468865,2.090323,-2.761483,-3.088795,0,0,0.5,,,,
7.274,0.068446,-0.000002,0.469029,2.079304,-2.805937,-2.924523,0,0,0.5,,,,
7.284,0.069467,-0.001114,0.469115,2.108143,-2.739481,-2.823142,0,0,0.5,,,,
7.294,0.070356,-0.002195,0.469369,2.119357,-2.922993,-3.149595,0,0,0.5,,,,
7.304,0.071191,-0.003011,0.469519,1.979305,-2.890727,-3.192294,0,0,0.5,,,,
7.313,0.072401,-0.00441,0.469686,2.141651,-2.841461,-3.118293,0,0,0.5,,,,
7.324,0.073075,-0.00547,0.469751,2.055602,-2.901243,-3.075931,0,0,0.5,,,,
7.333,0.074205,-0.006414,0.469954,2.144164,-3.174914,-3.442599,0,0,0.5,,,,
7.343,0.074935,-0.007398,0.47025,2.114122,-3.059998,-3.249864,0,0,0.5,,,,
7.354,0.075607,-0.008428,0.470299,2.065117,-3.260965,-2.990517,0,0,0.5,,,,
7.364,0.076727,-0.009801,0.470452,2.090145,-3.153804,-2.813253,0,0,0.5,,,,
7.373,0.077524,-0.010431,0.470766,1.83479,-3.283548,-2.834496,0,0,0.5,,,,
7.384,0.078398,-0.011766,0.470813,1.935196,-2.785216,-2.40509,0,0,0.5,,,,
7.394,0.07918,-0.012476,0.4711,1.875645,-3.095963,-2.687917,0,0,0.5,,,,
7.404,0.079985,-0.013598,0.471314,2.147999,-2.93475,-2.554587,0,0,0.5,,,,
7.414,0.080812,-0.014472,0.471418,1.922496,-3.388178,-2.750603,0,0,0.5,,,,
7.424,0.081809,-0.01558,0.471488,2.07898,-3.265652,-2.711592,0,0,0.5,,,,
7.434,0.082387,-0.016534,0.471541,2.175974,-3.111289,-2.53254,0,0,0.5,,,,
7.444,0.083129,-0.017749,0.471504,2.123906,-3.237368,-2.041613,0,0,0.5,,,,
7.454,0.083722,-0.018708,0.471554,1.96671,-3.340769,-1.75995,0,0,0.5,,,,
7.464,0.084499,-0.019972,0.471594,1.909042,-2.902872,-1.226397,0,0,0.5,,,,
7.474,0.085358,-0.021008,0.471794,2.07661,-3.004421,-1.368833,0,0,0.5,,,,
7.484,0.085826,-0.021828,0.471739,1.793951,-2.719776,-1.07059,0,0,0.5,,,,
7.493,0.08653,-0.022731,0.471693,1.842222,-2.716635,-0.946784,0,0,0.5,,,,
7.504,0.087217,-0.023818,0.471612,1.983631,-2.824218,-1.030527,0,0,0.5,,,,
7.514,0.08796,-0.02481,0.471799,2.011347,-3.169127,-1.52277,0,0,0.5,,,,
7.524,0.088336,-0.025325,0.471637,1.810164,-3.111701,-1.224533,0,0,0.5,,,,
7.534,0.089104,-0.026606,0.471634,1.914803,-3.031549,-1.272578,0,0,0.5,,,,
7.544,0.08973,-0.027706,0.471758,2.077831,-3.046339,-1.192929,0,0,0.5,,,,
7.554,0.089742,-0.028877,0.471777,1.759503,-2.635587,-0.63185,0,0,0.5,,,,
7.564,0.09027,-0.029961,0.471834,1.732791,-2.788022,-0.550319,0,0,0.5,,,,
7.574,0.090981,-0.030885,0.472089,1.724816,-2.854139,-0.826881,0,0,0.5,,,,
7.584,0.091786,-0.031891,0.47214,1.925561,-3.069989,-0.662807,0,0,0.5,,,,
7.593,0.092522,-0.033204,0.472386,2.163221,-2.532421,-0.559752,0,0,0.5,,,,
7.604,0.093105,-0.034374,0.472515,2.165529,-2.587039,-0.778015,0,0,0.5,,,,
7.614,0.093599,-0.03536,0.472449,2.524409,-2.958366,-0.393446,0,0,0.5,,,,
7.624,0.093356,-0.035866,0.472839,1.622173,-2.82,-0.944115,0,0,0.5,,,,
7.634,0.094172,-0.03711,0.472851,2.125837,-3.065477,-0.994499,0,0,0.5,,,,
7.644,0.09493,-0.03798,0.472802,2.342981,-2.998734,-0.589265,0,0,0.5,,,,
7.654,0.094678,-0.038748,0.473141,1.72913,-3.244795,-1.268057,0,0,0.5,,,,
7.664,0.095354,-0.039864,0.473254,2.067392,-3.245191,-1.458939,0,0,0.5,,,,
7.674,0.095277,-0.040748,0.473554,1.869305,-3.059991,-1.501034,0,0,0.5,,,,
7.684,0.09588,-0.042421,0.473475,2.214634,-3.301488,-1.199098,0,0,0.5,,,,
7.694,0.096384,-0.043572,0.473385,2.322473,-3.059017,-0.553083,0,0,0.5,,,,
7.704,0.096869,-0.044741,0.473318,2.49804,-2.912947,-0.45334,0,0,0.5,,,,
7.714,0.096594,-0.045645,0.473806,2.185294,-3.608152,-1.123147,0,0,0.5,,,,
7.724,0.097352,-0.047267,0.473913,2.583296,-3.676824,-1.337933,0,0,0.5,,,,
7.734,0.097419,-0.048137,0.473688,2.503908,-3.851985,-1.040464,0,0,0.5,,,,
7.744,0.097398,-0.049047,0.473717,2.551241,-4.772365,-2.102838,0,0,0.5,,,,
7.754,0.097383,-0.049637,0.473844,2.261552,-4.093198,-2.231145,0,0,0.5,,,,
7.764,0.097223,-0.050716,0.474098,2.524047,-4.425696,-2.8912,0,0,0.5,,,,
7.774,0.097407,-0.051857,0.474086,2.487302,-4.180446,-2.837517,0,0,0.5,,,,
7.784,0.09765,-0.052729,0.474224,2.553931,-4.033286,-2.752607,0,0,0.5,,,,
7.794,0.097862,-0.053905,0.474422,2.433457,-3.969998,-2.88768,0,0,0.5,,,,
7.804,0.097904,-0.054824,0.474556,2.424745,-3.959999,-2.897704,0,0,0.5,,,,
7.814,0.097827,-0.056285,0.474724,2.82136,-3.903177,-2.768133,0,0,0.5,,,,
7.824,0.098113,-0.057451,0.474825,2.418667,-3.828407,-2.534036,0,0,0.5,,,,
7.834,0.097897,-0.058587,0.474955,2.452211,-3.912477,-2.371965,0,0,0.5,,,,
7.844,0.09772,-0.059594,0.47511,2.637734,-3.899194,-2.377771,0,0,0.5,,,,
7.854,0.097936,-0.060734,0.475287,2.530351,-4.095585,-2.601313,0,0,0.5,,,,
7.864,0.097745,-0.06167,0.4753,2.913785,-4.686769,-2.697132,0,0,0.5,,,,
7.874,0.097712,-0.062497,0.475315,2.511511,-4.027881,-2.968973,0,0,0.5,,,,
7.884,0.097659,-0.063405,0.475323,2.691853,-3.917154,-2.929854,0,0,0.5,,,,
7.894,0.097699,-0.0647,0.475272,3.016821,-4.067846,-3.141498,0,0,0.5,,,,
7.904,0.097338,-0.065448,0.475454,2.958545,-4.097924,-3.238656,0,0,0.5,,,,
7.914,0.097105,-0.06625,0.475488,2.803437,-4.027424,-3.45798,0,0,0.5,,,,
7.924,0.09678,-0.067124,0.475668,2.673825,-4.275647,-3.457635,0,0,0.5,,,,
7.934,0.096563,-0.068218,0.475672,2.881429,-4.506974,-3.520839,0,0,0.5,,,,
7.944,0.096306,-0.069282,0.475746,2.709808,-4.369604,-3.457407,0,0,0.5,,,,
7.954,0.096467,-0.070096,0.475837,2.670189,-4.088611,-3.22738,0,0,0.5,,,,
7.964,0.096357,-0.070826,0.475945,2.771639,-4.094666,-3.3593,0,0,0.5,,,,
7.974,0.095798,-0.071988,0.475871,2.79752,-4.300243,-3.31458,0,0,0.5,,,,
7.984,0.095469,-0.072936,0.475977,2.838711,-4.323129,-3.283528,0,0,0.5,,,,
7.994,0.095155,-0.073826,0.4759,2.719587,-3.746906,-2.636194,0,0,0.5,,,,
8.004,0.094624,-0.074464,0.476135,2.496689,-4.704936,-3.28037,0,0,0.5,,,,
8.014,0.094021,-0.075392,0.475755,2.514859,-5.04569,-3.208655,0,0,0.5,,,,
8.024,0.094204,-0.076192,0.476415,2.844524,-4.449263,-3.819137,0,0,0.5,,,,
8.034,0.093542,-0.076953,0.475963,2.428245,-4.515004,-3.176325,0,0,0.5,,,,
8.044,0.092913,-0.078076,0.476122,2.795428,-5.219139,-3.350346,0,0,0.5,,,,
8.054,0.092825,-0.07879,0.475982,3.038393,-4.219956,-3.082181,0,0,0.5,,,,
8.064,0.092163,-0.079727,0.475921,2.726463,-4.614024,-3.099135,0,0,0.5,,,,
8.074,0.091817,-0.080202,0.476022,2.680697,-4.211621,-2.884661,0,0,0.5,,,,
8.084,0.091349,-0.081091,0.476011,2.831088,-3.978795,-2.639268,0,0,0.5,,,,
8.094,0.090908,-0.081807,0.475873,2.729008,-4.203463,-2.72523,0,0,0.5,,,,
8.104,0.090243,-0.08257,0.475841,2.795197,-4.030767,-2.766281,0,0,0.5,,,,
8.114,0.089562,-0.083312,0.475755,2.756167,-4.091114,-2.773068,0,0,0.5,,,,
8.124,0.089045,-0.083884,0.475756,2.792941,-3.92891,-2.563787,0,0,0.5,,,,
8.134,0.088404,-0.084877,0.475766,2.515466,-3.991358,-2.429615,0,0,0.5,,,,
8.144,0.087534,-0.085431,0.475786,2.134348,-4.062721,-2.456497,0,0,0.5,,,,
8.154,0.086584,-0.085916,0.475831,1.992016,-4.020577,-2.333101,0,0,0.5,,,,
8.164,0.085989,-0.086534,0.475947,2.065663,-3.937475,-2.264394,0,0,0.5,,,,
8.174,0.08529,-0.087304,0.475814,1.845225,-3.789832,-2.156611,0,0,0.5,,,,
8.184,0.084809,-0.08818,0.475662,2.069723,-4.068162,-2.232216,0,0,0.5,,,,
8.194,0.083673,-0.088507,0.475774,1.739725,-3.716157,-2.139366,0,0,0.5,,,,
8.204,0.082856,-0.088839,0.475864,1.541786,-3.635355,-2.20608,0,0,0.5,,,,
8.214,0.081554,-0.089544,0.475927,1.633114,-3.638257,-1.8193,0,0,0.5,,,,
8.224,0.081147,-0.091248,0.475441,2.037662,-4.110358,-1.732358,0,0,0.5,,,,
8.234,0.080318,-0.091946,0.475564,2.011332,-4.406168,-1.898156,0,0,0.5,,,,
8.245,0.079578,-0.092822,0.475383,1.962916,-4.606215,-1.89307,0,0,0.5,,,,
8.254,0.078384,-0.092481,0.475937,1.285814,-3.381161,-1.590035,0,0,0.5,,,,
8.264,0.077553,-0.093818,0.47579,1.595309,-3.495487,-1.350537,0,0,0.5,,,,
8.274,0.076815,-0.095062,0.475715,1.812214,-3.995191,-1.512368,0,0,0.5,,,,
8.284,0.075871,-0.096149,0.475506,2.082246,-4.11058,-1.562039,0,0,0.5,,,,
8.294,0.074764,-0.096871,0.475556,1.883606,-3.854392,-1.549559,0,0,0.5,,,,
8.304,0.073663,-0.097485,0.475496,1.764701,-3.849928,-1.285327,0,0,0.5,,,,
8.314,0.072713,-0.098672,0.475397,1.893025,-4.307271,-1.396977,0,0,0.5,,,,
8.324,0.071279,-0.099377,0.475546,1.619751,-3.774138,-0.953938,0,0,0.5,,,,
8.334,0.070445,-0.09988,0.475467,1.558764,-3.940547,-0.959632,0,0,0.5,,,,
8.344,0.069149,-0.10117,0.47512,1.665118,-3.603649,-0.736885,0,0,0.5,,,,
8.354,0.068468,-0.101876,0.475129,1.867647,-3.72116,-1.060818,0,0,0.5,,,,
8.364,0.066891,-0.102469,0.474945,1.829956,-3.879829,-1.393102,0,0,0.5,,,,
8.374,0.065715,-0.103431,0.474904,1.813871,-3.841527,-1.542798,0,0,0.5,,,,
8.384,0.064539,-0.104232,0.474855,1.849055,-3.895054,-1.523763,0,0,0.5,,,,
8.394,0.06336,-0.104677,0.474822,1.336569,-3.605318,-1.19912,0,0,0.5,,,,
8.404,0.06171,-0.10573,0.474864,1.477489,-3.996021,-1.522466,0,0,0.5,,,,
8.414,0.060504,-0.106595,0.474791,1.363468,-4.156279,-1.33061,0,0,0.5,,,,
8.424,0.059164,-0.107589,0.474856,1.157043,-3.676894,-1.384677,0,0,0.5,,,,
8.434,0.057738,-0.108662,0.474574,1.089076,-3.849608,-1.346724,0,0,0.5,,,,
8.444,0.056561,-0.110042,0.474724,1.229059,-3.697917,-1.455909,0,0,0.5,,,,
8.454,0.055018,-0.111022,0.47496,1.315139,-4.263348,-1.506581,0,0,0.5,,,,
8.464,0.053656,-0.111846,0.474863,1.216724,-3.891264,-1.496781,0,0,0.5,,,,
8.474,0.052418,-0.112572,0.474768,1.393741,-3.779044,-1.848721,0,0,0.5,,,,
8.484,0.050777,-0.113291,0.474791,1.448357,-3.91939,-1.888386,0,0,0.5,,,,
8.494,0.049778,-0.114366,0.474562,1.928974,-3.88362,-2.26721,0,0,0.5,,,,
8.504,0.04824,-0.115196,0.474629,1.928931,-4.019735,-2.62161,0,0,0.5,,,,
8.514,0.046762,-0.11612,0.474482,1.984043,-3.825805,-2.51588,0,0,0.5,,,,
8.524,0.045487,-0.116942,0.474584,2.051809,-3.331418,-2.454709,0,0,0.5,,,,
8.534,0.043842,-0.118186,0.474643,2.124872,-3.26402,-2.585152,0,0,0.5,,,,
8.544,0.042782,-0.118816,0.473965,2.107032,-3.128907,-1.75824,0,0,0.5,,,,
8.554,0.041018,-0.120147,0.474635,2.310247,-3.338576,-2.734002,0,0,0.5,,,,
8.564,0.039597,-0.120947,0.474581,2.298459,-3.331654,-3.020732,0,0,0.5,,,,
8.574,0.038074,-0.121904,0.474802,2.456452,-3.555741,-3.258158,0,0,0.5,,,,
8.584,0.036476,-0.122728,0.474843,2.569157,-3.458594,-3.177062,0,0,0.5,,,,
8.594,0.034918,-0.123278,0.474452,2.359209,-3.937135,-3.656154,0,0,0.5,,,,
8.604,0.03277,-0.12343,0.474925,1.933272,-3.501518,-3.770808,0,0,0.5,,,,
8.614,0.031416,-0.124105,0.474816,2.131532,-3.596271,-3.877183,0,0,0.5,,,,
8.624,0.029394,-0.12399,0.474968,1.313998,-3.244078,-4.04514,0,0,0.5,,,,
8.634,0.027652,-0.124781,0.474931,1.500747,-3.466807,-4.367855,0,0,0.5,,,,
8.644,0.02612,-0.125328,0.475152,1.325267,-3.276019,-4.185579,0,0,0.5,,,,
8.654,0.024475,-0.126861,0.475012,1.879698,-3.860192,-4.144755,0,0,0.5,,,,
8.664,0.023138,-0.127752,0.475157,2.04734,-3.574287,-4.103623,0,0,0.5,,,,
8.674,0.021257,-0.12889,0.475208,2.143513,-3.836302,-3.740358,0,0,0.5,,,,
8.684,0.019667,-0.130108,0.475378,2.334988,-3.398054,-3.299366,0,0,0.5,,,,
8.694,0.017357,-0.130952,0.475412,1.294912,-2.387613,-2.485724,0,0,0.5,,,,
8.704,0.01583,-0.131885,0.475573,1.202841,-2.115112,-2.239893,0,0,0.5,,,,
8.714,0.013953,-0.131921,0.476092,1.650167,-2.894504,-2.701219,0,0,0.5,,,,
8.724,0.011829,-0.132594,0.476127,0.41973,-1.587781,-2.383323,0,0,0.5,,,,
8.734,0.010527,-0.13304,0.476055,1.225254,-2.577853,-2.633197,0,0,0.5,,,,
8.744,0.008722,-0.132517,0.47661,1.78608,-3.406575,-3.222522,0,0,0.5,,,,
8.754,0.006906,-0.133768,0.476032,1.254534,-2.435893,-2.649972,0,0,0.5,,,,
8.764,0.004779,-0.134405,0.476377,1.253391,-2.074342,-2.809451,0,0,0.5,,,,
8.774,0.003568,-0.134439,0.476953,2.086265,-3.066629,-2.999128,0,0,0.5,,,,
8.784,0.000855,-0.135636,0.476575,0.898402,-1.277392,-1.982739,0,0,0.5,,,,
8.794,-0.000615,-0.135124,0.477501,1.478407,-2.589878,-2.320617,0,0,0.5,,,,
8.804,-0.002355,-0.136056,0.477883,1.979097,-3.854516,-2.1387,0,0,0.5,,,,
8.814,-0.004777,-0.137536,0.477901,1.86362,-3.329407,-1.719128,0,0,0.5,,,,
8.824,-0.006479,-0.138176,0.478405,2.224208,-3.511518,-1.270285,0,0,0.5,,,,
8.834,-0.008481,-0.138639,0.47829,1.896226,-3.198784,-0.882872,0,0,0.5,,,,
8.844,-0.010383,-0.138895,0.478564,2.091152,-3.592169,-1.387086,0,0,0.5,,,,
8.854,-0.01237,-0.138894,0.478734,2.454869,-3.810553,-1.683717,0,0,0.5,,,,
8.864,-0.014462,-0.139253,0.478686,2.242124,-3.60586,-1.862411,0,0,0.5,,,,
8.874,-0.015735,-0.139408,0.479093,2.95224,-3.258816,-2.642383,0,0,0.5,,,,
8.884,-0.018058,-0.139278,0.478922,2.577338,-2.860858,-2.647456,0,0,0.5,,,,
8.894,-0.019742,-0.140028,0.478813,3.023774,-2.923678,-2.543372,0,0,0.5,,,,
8.904,-0.022262,-0.141024,0.478688,2.52856,-2.011452,-2.199101,0,0,0.5,,,,
8.914,-0.024093,-0.141391,0.47895,2.738099,-2.745032,-1.964193,0,0,0.5,,,,
8.924,-0.026406,-0.141726,0.479138,2.742738,-3.544337,-1.958912,0,0,0.5,,,,
8.934,-0.028256,-0.142501,0.479498,3.042296,-3.559675,-1.651609,0,0,0.5,,,,
8.944,-0.03053,-0.143232,0.479603,2.922556,-3.516164,-1.255289,0,0,0.5,,,,
8.954,-0.032438,-0.143942,0.479788,3.140233,-3.411092,-1.029832,0,0,0.5,,,,
8.964,-0.034484,-0.144336,0.480113,3.153398,-3.751146,-1.272951,0,0,0.5,,,,
8.974,-0.036429,-0.144734,0.480254,3.125102,-3.440321,-1.04552,0,0,0.5,,,,
8.984,-0.038702,-0.145203,0.480224,3.085097,-3.67197,-1.349755,0,0,0.5,,,,
8.994,-0.040908,-0.145155,0.480445,2.884735,-3.114741,-1.326274,0,0,0.5,,,,
9.004,-0.04283,-0.145556,0.480534,3.204591,-3.739576,-1.819311,0,0,0.5,,,,
9.014,-0.044762,-0.146127,0.480562,3.388238,-3.718213,-1.958665,0,0,0.5,,,,
9.024,-0.046928,-0.146341,0.480468,3.172686,-3.618938,-1.918425,0,0,0.5,,,,
9.034,-0.049017,-0.14707,0.480603,3.515003,-3.612079,-2.015305,0,0,0.5,,,,
9.044,-0.051256,-0.147543,0.480525,3.407936,-3.339234,-1.556116,0,0,0.5,,,,
9.054,-0.05333,-0.148417,0.480533,3.53534,-3.478266,-1.609938,0,0,0.5,,,,
9.064,-0.05576,-0.14834,0.480829,3.148806,-3.460444,-1.794548,0,0,0.5,,,,
9.074,-0.057823,-0.149054,0.480669,3.464273,-3.602317,-1.741815,0,0,0.5,,,,
9.084,-0.05987,-0.149601,0.480757,3.293285,-3.513794,-1.839723,0,0,0.5,,,,
9.094,-0.061826,-0.150648,0.480586,3.641508,-3.435814,-1.917201,0,0,0.5,,,,
9.104,-0.06409,-0.150625,0.480795,3.499072,-3.371818,-2.065318,0,0,0.5,,,,
9.114,-0.066113,-0.151649,0.480428,3.756947,-3.884656,-2.027706,0,0,0.5,,,,
9.124,-0.068273,-0.152187,0.480318,3.861035,-4.221948,-1.940497,0,0,0.5,,,,
9.134,-0.070754,-0.152563,0.480693,3.48674,-3.45971,-1.785325,0,0,0.5,,,,
9.144,-0.072811,-0.153031,0.48064,3.559532,-3.230593,-1.574039,0,0,0.5,,,,
9.154,-0.075106,-0.153493,0.480836,3.363104,-3.185226,-1.817997,0,0,0.5,,,,
9.164,-0.077215,-0.154605,0.480439,3.78567,-4.047531,-1.672515,0,0,0.5,,,,
9.174,-0.079421,-0.15497,0.480731,3.619923,-3.510497,-1.58408,0,0,0.5,,,,
9.184,-0.081533,-0.155731,0.480779,3.876737,-3.451784,-1.509109,0,0,0.5,,,,
9.194,-0.083305,-0.156336,0.480695,4.339119,-3.722644,-1.649084,0,0,0.5,,,,
9.204,-0.085852,-0.157004,0.480623,4.235659,-3.788141,-1.659261,0,0,0.5,,,,
9.214,-0.08828,-0.157598,0.480766,4.010785,-4.08929,-1.937864,0,0,0.5,,,,
9.224,-0.090558,-0.157861,0.480915,3.693351,-3.158761,-1.71839,0,0,0.5,,,,
9.234,-0.092862,-0.158062,0.481061,3.349929,-2.799014,-2.036328,0,0,0.5,,,,
9.244,-0.095087,-0.158972,0.480714,3.724302,-2.977136,-1.924736,0,0,0.5,,,,
9.254,-0.097029,-0.159461,0.480532,3.963307,-3.479291,-2.143244,0,0,0.5,,,,
9.264,-0.09914,-0.160122,0.48051,3.848013,-3.009794,-1.84194,0,0,0.5,,,,
9.274,-0.101477,-0.16069,0.480551,3.794718,-3.287278,-2.053477,0,0,0.5,,,,
9.284,-0.103797,-0.161431,0.480788,3.779952,-2.742673,-2.110494,0,0,0.5,,,,
9.294,-0.106204,-0.161955,0.480899,3.562193,-2.976066,-2.07189,0,0,0.5,,,,
9.304,-0.108477,-0.161906,0.480863,3.383613,-3.267244,-2.340073,0,0,0.5,,,,
9.314,-0.110513,-0.163,0.480632,3.57702,-2.987747,-1.853856,0,0,0.5,,,,
9.324,-0.11272,-0.163531,0.480689,3.623214,-2.653411,-1.732388,0,0,0.5,,,,
9.334,-0.115051,-0.163703,0.480926,3.40729,-3.131939,-2.383535,0,0,0.5,,,,
9.344,-0.117727,-0.163779,0.481153,2.96607,-3.128699,-2.328294,0,0,0.5,,,,
