PC Time, Mocap_X, Mocap_y, Mocap_z, Mocap_yaw, Mocap_pitch, Mocap_roll, X_ref, Y_ref, Z_ref 
0.230000,-0.024236,0.009570,0.088146,0.232770,0.024199,-0.056389,0.000000,0.000000,0.500000
0.239000,-0.024221,0.009537,0.088120,0.235082,0.036246,-0.056914,0.000000,0.000000,0.500000
0.251000,-0.024240,0.009573,0.088155,0.224278,0.054370,-0.046864,0.000000,0.000000,0.500000
0.259000,-0.024244,0.009564,0.088113,0.222156,0.139700,-0.018734,0.000000,0.000000,0.500000
0.269000,-0.024218,0.009589,0.088120,0.227070,0.101188,-0.018349,0.000000,0.000000,0.500000
0.279000,-0.024184,0.009579,0.088073,0.232025,0.096337,0.023281,0.000000,0.000000,0.500000
0.289000,-0.024204,0.009610,0.088163,0.240833,-0.009301,-0.094519,0.000000,0.000000,0.500000
0.299000,-0.024251,0.009540,0.088102,0.223783,0.113420,-0.021670,0.000000,0.000000,0.500000
0.310000,-0.024293,0.009520,0.088184,0.194650,-0.033255,-0.061509,0.000000,0.000000,0.500000
0.319000,-0.024230,0.009543,0.088097,0.226297,0.119644,0.019368,0.000000,0.000000,0.500000
0.329000,-0.024247,0.009593,0.088125,0.245400,0.053923,-0.085299,0.000000,0.000000,0.500000
0.339000,-0.024227,0.009591,0.088113,0.230245,0.091835,0.007415,0.000000,0.000000,0.500000
0.353000,-0.024225,0.009579,0.088128,0.227839,-0.007469,-0.051957,0.000000,0.000000,0.500000
0.359000,-0.024239,0.009613,0.088148,0.230344,0.094337,-0.019056,0.000000,0.000000,0.500000
0.369000,-0.024233,0.009576,0.088114,0.235517,0.141943,0.002262,0.000000,0.000000,0.500000
0.379000,-0.024277,0.009565,0.088072,0.220828,0.211555,0.008433,0.000000,0.000000,0.500000
0.389000,-0.024218,0.009543,0.088125,0.218586,0.051455,-0.008903,0.000000,0.000000,0.500000
0.399000,-0.024227,0.009555,0.088141,0.233420,0.029494,-0.022233,0.000000,0.000000,0.500000
0.409000,-0.024221,0.009573,0.088088,0.226444,0.077921,0.013911,0.000000,0.000000,0.500000
0.419000,-0.024221,0.009589,0.088103,0.232160,0.127646,0.012813,0.000000,0.000000,0.500000
0.429000,-0.024205,0.009553,0.088106,0.236586,0.123175,-0.007151,0.000000,0.000000,0.500000
0.439000,-0.024216,0.009589,0.088103,0.233652,0.098825,-0.011496,0.000000,0.000000,0.500000
0.449000,-0.024227,0.009572,0.088063,0.222435,0.157888,0.017560,0.000000,0.000000,0.500000
0.459000,-0.024246,0.009602,0.088143,0.215555,0.021652,-0.031357,0.000000,0.000000,0.500000
0.469000,-0.024221,0.009592,0.088122,0.217750,0.055154,-0.042161,0.000000,0.000000,0.500000
0.479000,-0.024193,0.009577,0.088096,0.227698,0.148074,-0.000576,0.000000,0.000000,0.500000
0.489000,-0.024204,0.009558,0.088107,0.226772,-0.013234,-0.015656,0.000000,0.000000,0.500000
0.499000,-0.024240,0.009578,0.088102,0.219577,0.129034,-0.008325,0.000000,0.000000,0.500000
0.509000,-0.024253,0.009533,0.088150,0.237559,0.012490,-0.055602,0.000000,0.000000,0.500000
0.519000,-0.024211,0.009538,0.088083,0.235996,0.104786,-0.024153,0.000000,0.000000,0.500000
0.529000,-0.024225,0.009589,0.088130,0.235879,0.094073,-0.010709,0.000000,0.000000,0.500000
0.539000,-0.024255,0.009536,0.088137,0.229482,0.025896,-0.033229,0.000000,0.000000,0.500000
0.549000,-0.024237,0.009567,0.088185,0.230189,-0.031242,-0.057082,0.000000,0.000000,0.500000
0.559000,-0.024201,0.009589,0.088154,0.241356,0.094638,-0.030000,0.000000,0.000000,0.500000
0.569000,-0.024275,0.009578,0.088189,0.237686,0.048752,-0.039510,0.000000,0.000000,0.500000
0.579000,-0.024263,0.009545,0.088129,0.218750,0.051455,-0.046627,0.000000,0.000000,0.500000
0.589000,-0.024224,0.009569,0.088138,0.239731,0.109107,-0.013774,0.000000,0.000000,0.500000
0.599000,-0.024222,0.009578,0.088113,0.243005,0.172548,-0.006474,0.000000,0.000000,0.500000
0.609000,-0.024245,0.009577,0.088125,0.230581,0.130645,0.005804,0.000000,0.000000,0.500000
0.619000,-0.024280,0.009577,0.088081,0.221103,0.207510,-0.001967,0.000000,0.000000,0.500000
0.629000,-0.024237,0.009598,0.088125,0.237185,0.131795,0.001403,0.000000,0.000000,0.500000
0.639000,-0.024199,0.009584,0.088198,0.261686,-0.011626,-0.060778,0.000000,0.000000,0.500000
0.649000,-0.024238,0.009587,0.088119,0.225188,0.146633,-0.004491,0.000000,0.000000,0.500000
0.659000,-0.024266,0.009584,0.088070,0.215225,0.189042,-0.014987,0.000000,0.000000,0.500000
0.669000,-0.024225,0.009565,0.088070,0.239807,0.093236,-0.001992,0.000000,0.000000,0.500000
0.679000,-0.024215,0.009579,0.088064,0.222860,0.173539,-0.008062,0.000000,0.000000,0.500000
0.689000,-0.024247,0.009589,0.088116,0.218855,0.106899,-0.017181,0.000000,0.000000,0.500000
0.700000,-0.024225,0.009575,0.088112,0.226665,0.089385,-0.032069,0.000000,0.000000,0.500000
0.709000,-0.024289,0.009612,0.088139,0.238974,0.066085,-0.045202,0.000000,0.000000,0.500000
0.719000,-0.024195,0.009566,0.088078,0.225040,0.078458,-0.005238,0.000000,0.000000,0.500000
0.729000,-0.024211,0.009580,0.088105,0.236479,0.061375,-0.026293,0.000000,0.000000,0.500000
0.739000,-0.024237,0.009582,0.088087,0.222832,0.131939,0.004066,0.000000,0.000000,0.500000
0.752000,-0.024217,0.009557,0.088105,0.216262,0.050048,-0.053833,0.000000,0.000000,0.500000
0.759000,-0.024203,0.009576,0.088061,0.229139,0.160784,0.017519,0.000000,0.000000,0.500000
